,Title,Price,Rating,Discount,Detail,Url
398,"Mivi DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Made in India| Deep Bass Bluetooth Headset  (Blue, True Wireless)","₹1,199",3.9,60% off,"GeneralModel NameTEDPF40-BLColorBlueHeadphone TypeTrue WirelessInline RemoteNoSales Package1 Pair of Earbuds, Large and Small Ear Tips, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDriver TypeDynamicIndicatorsBattery LevelControlsPower On and Off, Volume Control, Music Next and Previous Track, Voice AssistanceHeadphone Driver Units13 mmWith MicrophoneYesSound FeaturesMinimum Frequency Response20 HzMaximum Frequency Response20000 HzConnectivity FeaturesBluetooth ProfilesAVRCP, A2DP, HSP, HFPBluetooth Version5.1Bluetooth Range10 mPower Supply5 V, 1 ABattery TypeLithium PolymerCharging Time1Standby Time250 hrsDimensionsWidth55 mmHeight60 mmDepth20 mmWarrantyWarranty Summary1 Year WarrantyWarranty Service TypeIn Case Any Query Please Reach Out to Us at Our E-mail ID - support@mivi.in or Call - +918099973333 (Mon-Sat, 10:00am - 5:00pm)Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/mivi-duopods-f40-50-hrs-playtime-i13mm-drivers-made-india-deep-bass-bluetooth-headset/p/itm48ea289127efc?pid=ACCGEDK6E4NWHH8N&lid=LSTACCGEDK6E4NWHH8NEMDPDV&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_10_400&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_qgaJ2Nq6DYHSOjvJ%2BpJOHRhojg2rP3a4XnWKIYD27f15sN1sCV7YjvlcpqydwS6yr0YPiuc1VfiDradDt7D5Zg%3D%3D&ppt=None&ppn=None&ssid=t2mhuejxqo0000001660812313364
399,"Grostar Tune 200, 10Hrs Playtime, (Black) Bluetooth Headset  (Black, In the Ear)",₹329,3.6,83% off,"GeneralModel NameTune 200, 10Hrs Playtime, (Black)ColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 HEADPHONEConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesWith MicrophoneYesWarrantyWarranty Summary3 MONTHCovered in Warranty3 MONTHNot Covered in WarrantyANY PHYSICAL DAMAGE",https://www.flipkart.com/grostar-tune-200-10hrs-playtime-black-bluetooth-headset/p/itme542fdf4db170?pid=ACCG45WHABHJH4YT&lid=LSTACCG45WHABHJH4YTLKSSYH&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_401&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCG45WHABHJH4YT.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
400,"truke BTG Alpha, 40ms Low Latency for Gaming, 38H Playtime, 7RGB LEDs, AAC codec Bluetooth Headset  (Black, True Wireless)","₹1,299",4.1,48% off,"GeneralModel NameBTG Alpha, 40ms Low Latency for Gaming, 48H Playtime, 7RGB LEDs, AAC codecColorBlackHeadphone TypeTrue WirelessInline RemoteNoSales Package1 Pair of Earbuds (Left and Right), Charging Case, Type-C Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDesigned ForAndroid, iOS, WindowsSeriesBTGDriver Type13 mm Dynamic DriverControlsTap to ControlTechnology UsedDual MEMS MicHeadphone Driver Units13 mmWith MicrophoneYesSound FeaturesAudio CodecSBC, AACConnectivity FeaturesWireless Range10 mBluetooth Version5.3Bluetooth Range10 mHeadphone Power SourceBatteryHeadphone BatteryLithium PolymerPower Supply5 V, 1 ABattery Output5 VBattery TypeLithium PolymerBattery Life38 hrsBattery Capacity300 mAhCharging Time1.5Play Time48 hrsStandby Time180 hrsDimensionsWidth48.2 mmHeight29.1 mmDepth53.3 mmWeight34 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from Date of Purchase Across 100 Plus Active Service Centers. Mandatory Registration is Required on Truke Website within 10 Days of Purchase.Warranty Service TypeWhatsApp at +91-9354170767 or Mail us at support@eccentricindia.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage, Water Damage, Normal Wear and Tear.",https://www.flipkart.com/truke-btg-alpha-40ms-low-latency-gaming-38h-playtime-7rgb-leds-aac-codec-bluetooth-headset/p/itm95ac1749c12e1?pid=ACCGF4JZSEMSBZRY&lid=LSTACCGF4JZSEMSBZRYENUA9U&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_402&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCGF4JZSEMSBZRY.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
401,"boAt Airdopes 191G with 6mm Dual Drivers, Quad Mics ENx Tech & Beast Mode for Gaming Bluetooth Headset  (Raging Red, True Wireless)","₹1,799",4,48% off,"GeneralModel NameAirdopes 191GColorRaging RedHeadphone TypeTrue WirelessInline RemoteNoSales Package1 Pair of Earbuds, Additional Ear Tips, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesWarrantyWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach Out to us at info@imaginemarketingindia.com in Case of Any QueriesCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages will Not Covered in Warranty",https://www.flipkart.com/boat-airdopes-191g-6mm-dual-drivers-quad-mics-enx-tech-beast-mode-gaming-bluetooth-headset/p/itm5363f9e492f71?pid=ACCGBN34BHVZYBMJ&lid=LSTACCGBN34BHVZYBMJHK1QB5&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_403&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCGBN34BHVZYBMJ.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
402,"Boult Audio ProBass Escape Bluetooth Headset  (Black, In the Ear)",₹899,3.9,77% off,"GeneralModel NameProBass EscapeColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Escape Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User ManualConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesMagnet TypeNeodyIndicatorsBattery Level Indicator, Power Indicator, Connection Status IndicatorControlsVolume Control, On-Off, Song Change, Call Receive/DisconnectOther FeaturesMagnetic Drivers, Light Weight, Premium Finish, Seamless ConnectivityWith MicrophoneYesSound FeaturesModulationMSK DigitalConnectivity FeaturesBluetooth Version5Bluetooth Range10 mHeadphone Power SourceUSB ChargerBattery TypeLithium IonBattery Life10 hrsCharging Time1.2 hoursPlay Time10 hrsDimensionsWidth110 mmHeight15 mmWeight28 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeCarry-inCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-probass-escape-bluetooth-headset/p/itme0555107851ae?pid=ACCG2J2PUKJYTU7S&lid=LSTACCG2J2PUKJYTU7SGOKSS0&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_404&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_peJufIZMxd9%2B6GmlzrhtlrZybSDAKKBSLgm3yvGpD%2FH6qE3SnS1qwpxaVb%2FxkShpljMssX%2F6SXHFeojbeHIWdw%3D%3D&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
403,"Soundcore by Anker Life Q10 with Fast Charging Bluetooth Headset  (Blue, On the Ear)","₹2,499",4.3,64% off,"GeneralModel NameA3032H32ColorBlueHeadphone TypeOn the EarInline RemoteNoSales Package1 Headset, Audio Cable (120 cm), USB Type-C Charging Cable (60 cm), Quick Start Guide, Warranty CardConnectivityBluetoothHeadphone DesignOver the HeadProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralNoCircumaural/SupraauralCircumauralOpen/Closed BackClosed BackCarrier Frequency2.4 GHzConnector PlatingGold Plated, Nickel PlatedDriver TypeDynamicIndicatorsConnection Status Indicator/Power IndicatorControlsVolume Control, On/Off, Reset, TuningTechnology UsedDSPOther FeaturesHi-Res Audio, Thumping Bass, USB-C Fast Charging, Charge for 5 Mins, Listing for 5 HrsHeadphone Driver Units40 mmTotal Harmonic DistortionLess than 1%With MicrophoneYesSound FeaturesSensitivity114 dBmWImpedance16 OhmsSignal to Noise Ratio85 dBModulationGFSKMinimum Frequency Response20 HzMaximum Frequency Response20000 HzAudio CodecAAC, SBCConnectivity FeaturesBluetooth ProfilesAVRCP1.6, A2DP1.3, HFP1.7, HSP1.2Bluetooth Version5Bluetooth Range15 mPower SupplyBattery PoweredBattery Output3.7 VBattery TypeLithium PolymerBattery Life60 hrsBattery Capacity680 mAhCharging Time2Play Time60 hrsDimensionsWidth183.5 mmHeight78.5 mmDepth174.5 mmWeight462 gWarrantyDomestic Warranty18 MonthsWarranty Summary18 months Brand WarrantyWarranty Service TypeCarry-in, Customer should Write an Email to ccanker@anker.ioCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/soundcore-anker-life-q10-fast-charging-bluetooth-headset/p/itmaa7750caefa66?pid=ACCFVF88HHQ2AZVV&lid=LSTACCFVF88HHQ2AZVVML3W2O&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_405&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCFVF88HHQ2AZVV.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
404,"Dr Volt Bluetooth Headphone Tws Earbuds With 120 Hour Playtime, Water resistant Bluetooth Headset  (Black, True Wireless)",₹999,4.8,28% off,"GeneralModel NameBluetooth Headphone Tws Earbuds With 120 Hour Playtime, Water resistantColorBlackHeadphone TypeTrue WirelessInline RemoteYesSales PackageEarbuds, Cable, budsConnectivityBluetoothHeadphone DesignEarbudAccessories IncludedUSB Charging CableProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesWith MicrophoneYesWarrantyWarranty Summary6 month but physical damage not allowedCovered in Warrantyonly technical issueNot Covered in WarrantyPhysical damage",https://www.flipkart.com/volt-bluetooth-headphone-tws-earbuds-120-hour-playtime-water-resistant-headset/p/itmbaab28cd6511a?pid=ACCGFPDYY6A3SHYH&lid=LSTACCGFPDYY6A3SHYHQKKH7D&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_406&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCGFPDYY6A3SHYH.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
405,"Noise Combat with Ultra low latency, Dual Mic calling and Instacharge Bluetooth Gaming Headset  (Thunderblack, In the Ear)","₹1,498",3.9,62% off,"GeneralModel NameCombat with Ultra Low Latency, Dual Mic and InstachargeColorThunderblackHeadphone TypeIn the EarInline RemoteYesSales Package1 Neckband, Charging Cable, 2 Extra Eartips, User ManualConnectivityBluetoothHeadphone DesignMagnetized BudsProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesWith MicrophoneYesConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBluetooth Version5Bluetooth Range10 mPlay Time25 hrsWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeContact help@nexxbase.com support.gonoise.in +91 8882132132Covered in WarrantyWarranty is Applicable on Manufacturing Defects for all the Products Including Accessories (If Any) for 1 Year from the Date of Purchase.Not Covered in WarrantyUnauthorized Tampering, Modification or Repairs, Physical Damage, Water Logging or Any Other Damage Due to Heat, Humidity or Moisture doing Operations",https://www.flipkart.com/noise-combat-ultra-low-latency-dual-mic-calling-instacharge-bluetooth-gaming-headset/p/itm665015ab6c654?pid=ACCGA33PFD5JGZYA&lid=LSTACCGA33PFD5JGZYAXQVQTY&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_407&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCGA33PFD5JGZYA.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
406,"Boult Audio ProBass Fcharge with 40 hrs Playtime, ENC, Fast Charging, Fast Pairing Bluetooth Headset  (Black, In the Ear)","₹1,299",4,74% off,"GeneralModel NameProBass FChargeColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Neckband, Extra Pair of Eartips, Charging Cable, User ManualConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesDesigned ForMobiles, Smartphones, Tablets, Laptops, Smart TVs, iOS, Android, Windows, BlackberryControlsOn/Off, Song Change, Play/Pause Songs, Call Receive/Disconnect/RejectTechnology UsedPro+ Calling TechnologyOther FeaturesPro+ Calling Mic Technology & Environmental Noise Cancellation: Experience the crystal clear calling experience, as ambient noises get filtered out., Long Battery Life: 40 hour Playback time, Fast Charging: 10 Mins Charge = 15 Hours Playback, Fast Pairing: Designed with the latest Bluetooth 5.2 technology, Soft Silicon Band with In-line controls / IPX5 Water ResistantHeadphone Driver Units14.2 mmWith MicrophoneYesSound FeaturesModulationMSK DigitalConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBattery TypeLithium IonBattery Life40 hrsPlay Time40 hrsWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-probass-fcharge-40-hrs-playtime-enc-fast-charging-pairing-bluetooth-headset/p/itm990890a2723e2?pid=ACCGC2JJSZZNZYCX&lid=LSTACCGC2JJSZZNZYCXQ6ZDAT&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_408&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_peJufIZMxd9%2B6GmlzrhtlrZybSDAKKBSLgm3yvGpD%2FHf%2BRwA2Pcag5a2OYwZSj8kRPhtXSWjnmhk1mkI7xD3Yw%3D%3D&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
407,"SONY C400 Bluetooth Headset  (Black, In the Ear)","₹2,990",3.9,25% off,"GeneralModel NameWI-C400ColorBlackHeadphone TypeIn the EarInline RemoteYesSales PackageReference Guide, 1 Headphone, 3 Earbuds, charging cableConnectivityBluetoothHeadphone DesignFlatwireProduct DetailsDeep BassNoOpen/Closed BackClosedMagnet TypeNeckbandDriver TypeDynamicControlsVolume ControlOther FeaturesNFC, Frequency Range: 2.4 GHz band(2.4000 - 2.4835 GHz), Battery Indicator (Working Indication): Blue/Red LED, Battery Charge Method: USB Charging, Item Weight: Approximate 35 gHeadphone Driver Units9 mmWith MicrophoneYesSound FeaturesModulationFHSSMinimum Frequency Response50 HzMaximum Frequency Response8000 HzAudio CodecSBCConnectivity FeaturesBluetooth Version4.2Bluetooth Range10 mBattery TypeBuilt-in Lithium-ion Rechargeable BatteryBattery Life20 hrsCharging TimeApproximate 4.5 hrsOther Power FeaturesBatteries: DC 3.7 VDimensionsWidth3.3 cmHeight20.7 cmOther DimensionsLength: 17 cmWarrantyDomestic Warranty1 YearWarranty Summary1 Year WarrantyCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/sony-c400-bluetooth-headset/p/itm879811e5ee60c?pid=ACCEZVSEYFZE2TBJ&lid=LSTACCEZVSEYFZE2TBJEL6LBV&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_409&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCEZVSEYFZE2TBJ.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
408,"Cocu Tws Bluetooth Headset ( TRUE WIRELESS ) white Bluetooth Gaming Headset  (White, True Wireless)",₹769,4.8,74% off,"GeneralModel NameTws Bluetooth Headset ( TRUE WIRELESS ) whiteColorWhiteHeadphone TypeTrue WirelessInline RemoteYesSales Package1 Bluetooth Earbuds, 1 Charging Case, 1 USB Charging Cable, 1 User ManualConnectivityBluetoothHeadphone DesignEarbudAccessories IncludedAdditional Earmuffs/Eartips, Charging Case, USB Charging Cable, Warranty Card, User ManualProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDesigned ForALL BLUETOOTH DEVICESWith MicrophoneYesConnectivity FeaturesWireless TypeBLUETOOTHWireless Range15 mBluetooth ProfilesA2DP / AVRCP / HSP / HFPBluetooth Version5.1Bluetooth Range15 mBattery Output3.7 VBattery TypeLithium PolymerCharging Time3 HRSStandby Time100 hrWarrantyDomestic Warranty1 YearWarranty Summary1 YEAR WARRANTYCovered in WarrantyMANUFACTURING FAULTNot Covered in WarrantyPHYSICAL DAMAGE",https://www.flipkart.com/cocu-tws-bluetooth-headset-true-wireless-white-gaming/p/itmdd792dd025479?pid=ACCGGCTYZ4FTNHR7&lid=LSTACCGGCTYZ4FTNHR71HYNS9&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_410&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCGGCTYZ4FTNHR7.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
409,"DEFY FuzionX Pro with ENC, Magnetic On/Off, Fast Charge and upto 16 Hours Playback Bluetooth Headset  (Celestial Black, In the Ear)",₹899,4.1,55% off,"GeneralModel NameFuzionX ProColorCelestial BlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Headphone, Additional Earbuds, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesDeep BassYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5.2Bluetooth Range10 mWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach Out to Us at info@onlydefy.com or 02269181919Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/defy-fuzionx-pro-enc-magnetic-on-off-fast-charge-upto-16-hours-playback-bluetooth-headset/p/itm180d3c394141b?pid=ACCGCXGFAKZUG2ZY&lid=LSTACCGCXGFAKZUG2ZYAX9DY8&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_411&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCGCXGFAKZUG2ZY.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
410,"truke Buds F1 with 38H Playtime, Dual Mic ENC, Instant Pairing, Exceptional Sound Bluetooth Headset  (Black, True Wireless)","₹1,099",4,56% off,"GeneralModel NameBuds F1ColorBlackHeadphone TypeTrue WirelessInline RemoteNoSales Package2 Bluetooth Earbuds (Left and Right), Charging Case, 2 (Pairs) Eartips, Type-C Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDesigned ForAndroid, iOS, WindowsDriver Type6 mm Dynamic DriverControlsTap to ControlTechnology UsedDual MEMS MicHeadphone Driver Units6 mmWith MicrophoneYesSound FeaturesAudio CodecSBC, AACConnectivity FeaturesWireless Range10 mBluetooth Version5.3Bluetooth Range10 mHeadphone Power SourceBatteryHeadphone BatteryLithium PolymerPower SupplyDC 5 V, 1 ABattery TypeLithium PolymerBattery Life38 hrsBattery Capacity300 mAhCharging Time1.5Play Time8 hrsStandby Time180 hrsDimensionsWidth53 mmHeight44 mmDepth30 mmWeight35 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from Date of Purchase. Mandatory Registration is Required on Truke Website within 10 Days of Purchase.Warranty Service TypeWhatsapp at +91-9354170767 or Mail us at support@eccentricindia.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage, Water Damage, Normal Wear and Tear.",https://www.flipkart.com/truke-buds-f1-38h-playtime-dual-mic-enc-instant-pairing-exceptional-sound-bluetooth-headset/p/itm8b783ccdc2537?pid=ACCGDRMVMYZKBGAY&lid=LSTACCGDRMVMYZKBGAYSVQMU7&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_412&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_peJufIZMxd9%2B6GmlzrhtlrZybSDAKKBSLgm3yvGpD%2FH0zpS3O8uFXc5z%2F3cQQ2PFRKmEnVfi%2FoZogo5jrWrotA%3D%3D&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
411,"Oxhox Alaska Bluetooth Wireless Waterproof Bluetooth Headset  (Black, In the Ear)",₹556,3.7,53% off,"GeneralModel NameAlaska Bluetooth Wireless WaterproofColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 pair of earbuds, 1 Charging Case, 1 Charging CableConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesWarrantyWarranty Summary10 DayCovered in WarrantyWarranty of the product is limited to manufacturing defectNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/oxhox-alaska-bluetooth-wireless-waterproof-headset/p/itmed439f65a3971?pid=ACCG968PMTDHZCTF&lid=LSTACCG968PMTDHZCTFRAOYCH&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_413&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCG968PMTDHZCTF.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
412,"Aroma NB119 Care - 30 Hours Playtime Bluetooth Neckband Bluetooth Headset  (Black, In the Ear)",₹479,4,68% off,"GeneralModel NameNB119 - 30 Hours Playtime NeckbandColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1ConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesDesigned ForLightweight design is ideal for listening during exercise, travel, or everyday useSeriesNB119Magnet TypeYesControlsLong Press Power Button to Switch On / Off, Short Press Power Button to Play / Pause Music, (+) Short Press to Increase Volume, (-) Short Press to Decrease Volume, (+) Long Press For Next Song, (-) Long Press For Previous Song, Long Press Power Button For 2 Seconds to Activate Smart Voice Assistant, Short Press Power Button to Receive / Disconnect Calls, Double Press Power Button to RedialTechnology UsedBluetooth V5.0Other Features1. Magnetic Adsorption
2. IPX4 Sweatproof
3. In-Line Controls 
4. Fast Charging
5. Durable Flexi-Band with Adjustable Clip 
6. Lightweight Ergonomic DesignBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity95 dBmWImpedance32 ohmSignal to Noise Ratio95 dBConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBluetooth Version5.0Bluetooth Range10 mBattery TypeLithium IonBattery Life30 hrPlay Time30 hrStandby Time600 hrDimensionsWidth170 mmHeight210 mmDepth25 mmWeight0.1WarrantyWarranty Service TypeNACovered in WarrantyNA",https://www.flipkart.com/aroma-nb119-care-30-hours-playtime-bluetooth-neckband-headset/p/itm5c151605cc7d0?pid=ACCGF2VHJ9KNQFV9&lid=LSTACCGF2VHJ9KNQFV9ZGXGQ0&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_414&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCGF2VHJ9KNQFV9.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
413,"truke Air Buds with In-ear Sensor | 48Hrs Playtime | AI ENC with Quad Mic Bluetooth Headset  (Black, True Wireless)","₹1,199",4,63% off,"GeneralModel NameAir Buds with AI Powered Noise CancellationColorBlackHeadphone TypeTrue WirelessInline RemoteNoSales Package1 Pair of Earbuds, Charging Case, Type-C Cable, User Manual, Warranty Card, 2 Pair of EartipsConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDesigned ForAndroid, iOS, WindowsSeriesAir BudsDriver TypeDynamicControlsTouch ControlTechnology UsedQuad MEMS MicOther FeaturesAI Powered Noise Cancellation, Auto In-ear Detection, Dual Mode (Game Mode and Music Mode), 55 ms Ultra Low Latency, Tap to Control, 10 Hours Playtime on Single Charge, 48 Hours Playtime with Case, 10 mm Speaker Driver Providing Powerful Music, Lightweight Earbuds (Only 4 g), IPX4 Sweat and Water ResistantHeadphone Driver Units10 mmWith MicrophoneYesConnectivity FeaturesBluetooth Version5.1Bluetooth Range10 mHeadphone Power SourceBatteryPower Supply5 V, 1 ABattery Output5 VBattery TypeLithium PolymerBattery Life48 hrsBattery Capacity300 mAhCharging Time1.5Play Time10 HoursStandby Time180 hrsDimensionsWidth63 mmHeight26 mmDepth46.5 mmWeight45.2 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from Date of Purchase. Mandatory Registration is Required on Truke Website within 10 Days of Purchase.Warranty Service TypeWhatsapp at +91-9354170767 or Mail us at support@eccentricindia.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage, Water Damage, Normal Wear and Tear.",https://www.flipkart.com/truke-air-buds-in-ear-sensor-48hrs-playtime-ai-enc-quad-mic-bluetooth-headset/p/itmcaa1fe3b826e8?pid=ACCG92R6MYZHGDGV&lid=LSTACCG92R6MYZHGDGVHBRQPJ&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_11_415&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=8c1e55b2-4da2-4eb7-bc70-143c494a4105.ACCG92R6MYZHGDGV.SEARCH&ppt=None&ppn=None&ssid=szlnphx2mo0000001660812317306
